PRJ;TestSet;Success;Ignored;Failed;Total;Time(ms)
11ListArray;ds.seed6733.All;797;0;0;797;290
12Lista;ds.seed6733.All;643;0;0;643;262
13Pilha;ds.seed6733.All;857;0;0;857;258
14Pilha;ds.seed6733.All;714;0;2;716;266
15Fila;ds.seed6733.All;546;0;1;547;258
16Fila;ds.seed6733.All;442;0;0;442;235
17Ordenacao;ds.seed6733.All;2435;0;0;2435;496
18FPHeapMax;ds.seed6733.All;617;0;1;618;293
19FPHeapMin;ds.seed6733.All;435;0;0;435;245
20Tabela;ds.seed6733.All;538;0;0;538;243
21ArvoreBinaria;ds.seed6733.All;1598;0;2;1600;869
22TabelaHash;ds.seed6733.All;527;13;2;542;298
23TabelaHash;ds.seed6733.All;411;6;2;419;267
24Grafo;ds.seed6733.All;665;0;0;665;1195
25Grafo;ds.seed6733.All;1400;0;0;1400;642
26Grafo;ds.seed6733.All;420;2;0;422;317
27Grafo;ds.seed6733.All;1442;0;0;1442;587
28BuscaEmLargura;ds.seed6733.All;1235;0;1;1236;430
29Grafo;ds.seed6733.All;1083;0;0;1083;425
30Lista;ds.seed6733.All;69;0;0;69;254
31CasamentoExato;ds.seed6733.All;3455;0;0;3455;469
32CasamentoAproximado;ds.seed6733.All;3653;0;0;3653;458
33Identifier;ds.seed6733.All;1308;0;0;1308;274
PRJ;TestSet;Success;Ignored;Failed;Total;Time(ms)
01Max;ds.seed7992.All;2305;0;0;2305;322
02MaxMin;ds.seed7992.All;949;0;0;949;251
03MaxMin;ds.seed7992.All;1399;0;0;1399;278
04MaxMin;ds.seed7992.All;1594;0;0;1594;377
05Ordenacao;ds.seed7992.All;1980;0;0;1980;414
06Fibonacci;ds.seed7992.All;70;0;0;70;17216
07Fibonacci;ds.seed7992.All;51;0;0;51;27440
08MaxMin;ds.seed7992.All;2304;0;0;2304;457
09Ordenacao;ds.seed7992.All;1757;0;0;1757;418
10AvaliaMultMatrizes;ds.seed7992.All;2268;0;0;2268;468
11ListArray;ds.seed7992.All;918;0;1;919;290
12Lista;ds.seed7992.All;510;0;0;510;276
13Pilha;ds.seed7992.All;812;0;0;812;298
14Pilha;ds.seed7992.All;745;0;0;745;251
15Fila;ds.seed7992.All;346;0;0;346;275
16Fila;ds.seed7992.All;497;0;0;497;266
17Ordenacao;ds.seed7992.All;2441;0;0;2441;484
18FPHeapMax;ds.seed7992.All;599;0;1;600;266
19FPHeapMin;ds.seed7992.All;507;0;0;507;281
20Tabela;ds.seed7992.All;789;0;0;789;259
21ArvoreBinaria;ds.seed7992.All;1680;0;2;1682;377
22TabelaHash;ds.seed7992.All;702;15;3;720;350
23TabelaHash;ds.seed7992.All;503;0;0;503;272
24Grafo;ds.seed7992.All;540;0;1;541;1214
25Grafo;ds.seed7992.All;1295;1;0;1296;497
26Grafo;ds.seed7992.All;523;3;0;526;327
27Grafo;ds.seed7992.All;1222;0;0;1222;499
28BuscaEmLargura;ds.seed7992.All;1148;0;0;1148;444
29Grafo;ds.seed7992.All;875;0;0;875;463
30Lista;ds.seed7992.All;68;0;0;68;309
31CasamentoExato;ds.seed7992.All;3370;0;0;3370;417
32CasamentoAproximado;ds.seed7992.All;3619;0;0;3619;549
33Identifier;ds.seed7992.All;1143;0;0;1143;293
PRJ;TestSet;Success;Ignored;Failed;Total;Time(ms)
01Max;ds.seed9006.All;2080;0;0;2080;442
02MaxMin;ds.seed9006.All;1342;0;0;1342;394
03MaxMin;ds.seed9006.All;780;0;0;780;270
04MaxMin;ds.seed9006.All;1479;0;0;1479;320
05Ordenacao;ds.seed9006.All;2011;0;0;2011;406
06Fibonacci;ds.seed9006.All;57;0;0;57;23242
07Fibonacci;ds.seed9006.All;78;0;0;78;42135
08MaxMin;ds.seed9006.All;1990;0;0;1990;431
09Ordenacao;ds.seed9006.All;1760;0;0;1760;401
10AvaliaMultMatrizes;ds.seed9006.All;1918;0;0;1918;498
11ListArray;ds.seed9006.All;915;0;0;915;344
12Lista;ds.seed9006.All;706;0;1;707;288
13Pilha;ds.seed9006.All;866;0;1;867;270
14Pilha;ds.seed9006.All;770;0;0;770;288
15Fila;ds.seed9006.All;192;0;0;192;238
16Fila;ds.seed9006.All;509;0;0;509;249
17Ordenacao;ds.seed9006.All;2495;0;0;2495;558
18FPHeapMax;ds.seed9006.All;837;0;0;837;311
19FPHeapMin;ds.seed9006.All;408;0;1;409;255
20Tabela;ds.seed9006.All;512;1;0;513;271
21ArvoreBinaria;ds.seed9006.All;1525;0;1;1526;481
22TabelaHash;ds.seed9006.All;666;31;1;698;301
23TabelaHash;ds.seed9006.All;471;0;0;471;286
24Grafo;ds.seed9006.All;536;0;0;536;1445
25Grafo;ds.seed9006.All;1244;0;0;1244;547
26Grafo;ds.seed9006.All;540;2;0;542;360
27Grafo;ds.seed9006.All;1328;0;0;1328;638
28BuscaEmLargura;ds.seed9006.All;1273;0;1;1274;461
29Grafo;ds.seed9006.All;979;0;0;979;584
30Lista;ds.seed9006.All;68;0;0;68;258
31CasamentoExato;ds.seed9006.All;3499;0;0;3499;563
32CasamentoAproximado;ds.seed9006.All;3688;0;0;3688;510
33Identifier;ds.seed9006.All;1186;0;0;1186;283
PRJ;TestSet;Success;Ignored;Failed;Total;Time(ms)
01Max;ds.seed9121.All;2093;0;0;2093;466
02MaxMin;ds.seed9121.All;1098;0;0;1098;267
03MaxMin;ds.seed9121.All;985;0;0;985;283
04MaxMin;ds.seed9121.All;1493;0;0;1493;349
05Ordenacao;ds.seed9121.All;2043;0;0;2043;319
06Fibonacci;ds.seed9121.All;73;0;0;73;48288
07Fibonacci;ds.seed9121.All;63;0;0;63;26839
08MaxMin;ds.seed9121.All;2235;0;0;2235;446
09Ordenacao;ds.seed9121.All;1738;0;0;1738;476
10AvaliaMultMatrizes;ds.seed9121.All;1951;0;0;1951;471
11ListArray;ds.seed9121.All;850;0;0;850;370
12Lista;ds.seed9121.All;808;0;0;808;417
13Pilha;ds.seed9121.All;761;0;0;761;286
14Pilha;ds.seed9121.All;719;0;1;720;303
15Fila;ds.seed9121.All;485;0;0;485;275
16Fila;ds.seed9121.All;375;0;1;376;249
17Ordenacao;ds.seed9121.All;2335;0;0;2335;427
18FPHeapMax;ds.seed9121.All;858;0;0;858;331
19FPHeapMin;ds.seed9121.All;497;0;0;497;263
20Tabela;ds.seed9121.All;499;0;0;499;228
21ArvoreBinaria;ds.seed9121.All;1548;0;2;1550;396
22TabelaHash;ds.seed9121.All;650;5;1;656;337
23TabelaHash;ds.seed9121.All;534;2;2;538;282
24Grafo;ds.seed9121.All;288;0;0;288;1542
25Grafo;ds.seed9121.All;943;0;0;943;392
26Grafo;ds.seed9121.All;440;0;0;440;337
27Grafo;ds.seed9121.All;1231;0;0;1231;523
28BuscaEmLargura;ds.seed9121.All;1332;0;0;1332;501
29Grafo;ds.seed9121.All;979;0;0;979;464
30Lista;ds.seed9121.All;67;0;0;67;259
31CasamentoExato;ds.seed9121.All;3505;0;0;3505;503
32CasamentoAproximado;ds.seed9121.All;3427;0;0;3427;591
33Identifier;ds.seed9121.All;1280;0;0;1280;336
