PRJ;TestSet;Success;Ignored;Failed;Total;Time(ms)
06Fibonacci;ds.seed5311.Evo;2;0;0;2;298
07Fibonacci;ds.seed5311.Evo;2;0;0;2;356
08MaxMin;ds.seed5311.Evo;3;0;0;3;678
09Ordenacao;ds.seed5311.Evo;2;0;0;2;356
10AvaliaMultMatrizes;ds.seed5311.Evo;2;0;0;2;538
11ListArray;ds.seed5311.Evo;4;0;0;4;367
12Lista;ds.seed5311.Evo;3;0;0;3;377
13Pilha;ds.seed5311.Evo;4;0;0;4;412
14Pilha;ds.seed5311.Evo;3;0;0;3;430
15Fila;ds.seed5311.Evo;4;0;1;5;577
16Fila;ds.seed5311.Evo;3;0;0;3;388
17Ordenacao;ds.seed5311.Evo;10;0;0;10;435
18FPHeapMax;ds.seed5311.Evo;9;0;0;9;403
19FPHeapMin;ds.seed5311.Evo;12;0;0;12;512
20Tabela;ds.seed5311.Evo;5;0;0;5;328
21ArvoreBinaria;ds.seed5311.Evo;11;0;1;12;383
22TabelaHash;ds.seed5311.Evo;4;0;1;5;454
23TabelaHash;ds.seed5311.Evo;7;0;1;8;354
24Grafo;ds.seed5311.Evo;1;0;0;1;356
25Grafo;ds.seed5311.Evo;9;0;0;9;404
26Grafo;ds.seed5311.Evo;11;0;0;11;322
27Grafo;ds.seed5311.Evo;9;0;0;9;376
28BuscaEmLargura;ds.seed5311.Evo;9;0;0;9;379
29Grafo;ds.seed5311.Evo;9;0;0;9;374
30Lista;ds.seed5311.Evo;5;0;0;5;404
31CasamentoExato;ds.seed5311.Evo;11;0;0;11;373
32CasamentoAproximado;ds.seed5311.Evo;3;0;0;3;463
33Identifier;ds.seed5311.Evo;6;0;0;6;371
PRJ;TestSet;Success;Ignored;Failed;Total;Time(ms)
01Max;ds.seed5482.Evo;4;0;0;4;328
02MaxMin;ds.seed5482.Evo;4;0;0;4;349
03MaxMin;ds.seed5482.Evo;4;0;0;4;316
04MaxMin;ds.seed5482.Evo;8;0;0;8;328
05Ordenacao;ds.seed5482.Evo;2;0;0;2;320
06Fibonacci;ds.seed5482.Evo;2;0;0;2;349
07Fibonacci;ds.seed5482.Evo;2;0;0;2;343
08MaxMin;ds.seed5482.Evo;3;0;0;3;333
09Ordenacao;ds.seed5482.Evo;2;0;0;2;503
10AvaliaMultMatrizes;ds.seed5482.Evo;2;0;0;2;371
11ListArray;ds.seed5482.Evo;6;0;0;6;544
12Lista;ds.seed5482.Evo;3;0;0;3;358
13Pilha;ds.seed5482.Evo;4;0;0;4;371
14Pilha;ds.seed5482.Evo;3;0;0;3;324
15Fila;ds.seed5482.Evo;5;0;1;6;368
16Fila;ds.seed5482.Evo;3;0;0;3;328
17Ordenacao;ds.seed5482.Evo;13;0;0;13;561
18FPHeapMax;ds.seed5482.Evo;10;0;0;10;401
19FPHeapMin;ds.seed5482.Evo;9;0;0;9;404
20Tabela;ds.seed5482.Evo;5;0;0;5;343
21ArvoreBinaria;ds.seed5482.Evo;11;0;2;13;349
22TabelaHash;ds.seed5482.Evo;4;0;1;5;356
23TabelaHash;ds.seed5482.Evo;9;0;0;9;446
24Grafo;ds.seed5482.Evo;1;0;0;1;382
25Grafo;ds.seed5482.Evo;8;0;0;8;422
26Grafo;ds.seed5482.Evo;9;0;0;9;546
27Grafo;ds.seed5482.Evo;10;0;0;10;403
28BuscaEmLargura;ds.seed5482.Evo;10;0;0;10;368
29Grafo;ds.seed5482.Evo;10;0;0;10;415
30Lista;ds.seed5482.Evo;5;0;0;5;507
31CasamentoExato;ds.seed5482.Evo;10;0;0;10;584
32CasamentoAproximado;ds.seed5482.Evo;4;0;0;4;401
33Identifier;ds.seed5482.Evo;7;0;0;7;465
PRJ;TestSet;Success;Ignored;Failed;Total;Time(ms)
01Max;ds.seed5503.Evo;4;0;0;4;477
02MaxMin;ds.seed5503.Evo;4;0;0;4;344
03MaxMin;ds.seed5503.Evo;4;0;0;4;314
04MaxMin;ds.seed5503.Evo;7;0;0;7;334
05Ordenacao;ds.seed5503.Evo;3;0;0;3;354
06Fibonacci;ds.seed5503.Evo;2;0;0;2;382
07Fibonacci;ds.seed5503.Evo;2;0;0;2;361
08MaxMin;ds.seed5503.Evo;3;0;0;3;396
09Ordenacao;ds.seed5503.Evo;2;0;0;2;318
10AvaliaMultMatrizes;ds.seed5503.Evo;2;0;0;2;356
11ListArray;ds.seed5503.Evo;4;0;0;4;296
12Lista;ds.seed5503.Evo;3;0;0;3;318
13Pilha;ds.seed5503.Evo;3;0;0;3;299
14Pilha;ds.seed5503.Evo;3;0;0;3;327
15Fila;ds.seed5503.Evo;4;0;1;5;348
16Fila;ds.seed5503.Evo;3;0;0;3;356
17Ordenacao;ds.seed5503.Evo;13;0;0;13;343
18FPHeapMax;ds.seed5503.Evo;10;0;0;10;304
19FPHeapMin;ds.seed5503.Evo;10;0;0;10;313
20Tabela;ds.seed5503.Evo;6;0;0;6;441
21ArvoreBinaria;ds.seed5503.Evo;11;0;2;13;357
22TabelaHash;ds.seed5503.Evo;4;0;1;5;887
23TabelaHash;ds.seed5503.Evo;8;0;0;8;368
24Grafo;ds.seed5503.Evo;1;0;0;1;335
25Grafo;ds.seed5503.Evo;8;0;0;8;780
26Grafo;ds.seed5503.Evo;10;0;0;10;563
27Grafo;ds.seed5503.Evo;9;0;0;9;641
28BuscaEmLargura;ds.seed5503.Evo;9;0;0;9;406
29Grafo;ds.seed5503.Evo;9;0;0;9;365
30Lista;ds.seed5503.Evo;3;0;0;3;390
31CasamentoExato;ds.seed5503.Evo;12;0;0;12;550
32CasamentoAproximado;ds.seed5503.Evo;4;0;0;4;388
33Identifier;ds.seed5503.Evo;6;0;0;6;340
PRJ;TestSet;Success;Ignored;Failed;Total;Time(ms)
01Max;ds.seed5831.Evo;3;0;0;3;477
02MaxMin;ds.seed5831.Evo;4;0;0;4;389
03MaxMin;ds.seed5831.Evo;4;0;0;4;366
04MaxMin;ds.seed5831.Evo;7;0;0;7;471
05Ordenacao;ds.seed5831.Evo;3;0;0;3;316
06Fibonacci;ds.seed5831.Evo;2;0;0;2;476
07Fibonacci;ds.seed5831.Evo;2;0;0;2;500
08MaxMin;ds.seed5831.Evo;3;0;0;3;394
09Ordenacao;ds.seed5831.Evo;2;0;0;2;348
10AvaliaMultMatrizes;ds.seed5831.Evo;2;0;0;2;471
11ListArray;ds.seed5831.Evo;5;0;0;5;338
12Lista;ds.seed5831.Evo;3;0;0;3;324
13Pilha;ds.seed5831.Evo;4;0;0;4;296
14Pilha;ds.seed5831.Evo;3;0;0;3;303
15Fila;ds.seed5831.Evo;4;0;0;4;285
16Fila;ds.seed5831.Evo;3;0;0;3;347
17Ordenacao;ds.seed5831.Evo;13;0;0;13;420
18FPHeapMax;ds.seed5831.Evo;9;0;0;9;568
19FPHeapMin;ds.seed5831.Evo;13;0;0;13;337
20Tabela;ds.seed5831.Evo;5;0;0;5;340
21ArvoreBinaria;ds.seed5831.Evo;11;0;2;13;353
22TabelaHash;ds.seed5831.Evo;5;0;0;5;342
23TabelaHash;ds.seed5831.Evo;8;0;0;8;335
24Grafo;ds.seed5831.Evo;1;0;0;1;301
25Grafo;ds.seed5831.Evo;9;0;0;9;538
26Grafo;ds.seed5831.Evo;10;0;0;10;648
27Grafo;ds.seed5831.Evo;9;0;0;9;567
28BuscaEmLargura;ds.seed5831.Evo;9;0;0;9;407
29Grafo;ds.seed5831.Evo;9;0;0;9;592
30Lista;ds.seed5831.Evo;4;0;0;4;580
31CasamentoExato;ds.seed5831.Evo;12;0;0;12;375
32CasamentoAproximado;ds.seed5831.Evo;3;0;0;3;559
33Identifier;ds.seed5831.Evo;6;0;0;6;344
PRJ;TestSet;Success;Ignored;Failed;Total;Time(ms)
01Max;ds.seed5838.Evo;3;0;0;3;341
02MaxMin;ds.seed5838.Evo;4;0;0;4;587
03MaxMin;ds.seed5838.Evo;4;0;0;4;381
04MaxMin;ds.seed5838.Evo;7;0;0;7;585
05Ordenacao;ds.seed5838.Evo;2;0;0;2;449
06Fibonacci;ds.seed5838.Evo;2;0;0;2;363
07Fibonacci;ds.seed5838.Evo;2;0;0;2;411
08MaxMin;ds.seed5838.Evo;3;0;0;3;547
09Ordenacao;ds.seed5838.Evo;3;0;0;3;640
10AvaliaMultMatrizes;ds.seed5838.Evo;2;0;0;2;586
11ListArray;ds.seed5838.Evo;4;0;0;4;355
12Lista;ds.seed5838.Evo;3;0;0;3;422
13Pilha;ds.seed5838.Evo;3;0;0;3;533
14Pilha;ds.seed5838.Evo;3;0;0;3;708
15Fila;ds.seed5838.Evo;4;0;0;4;334
16Fila;ds.seed5838.Evo;3;0;1;4;370
17Ordenacao;ds.seed5838.Evo;9;0;0;9;403
18FPHeapMax;ds.seed5838.Evo;9;0;0;9;396
19FPHeapMin;ds.seed5838.Evo;13;0;0;13;346
20Tabela;ds.seed5838.Evo;5;0;0;5;341
21ArvoreBinaria;ds.seed5838.Evo;11;0;2;13;571
22TabelaHash;ds.seed5838.Evo;4;0;1;5;413
23TabelaHash;ds.seed5838.Evo;7;0;1;8;534
24Grafo;ds.seed5838.Evo;1;0;0;1;565
25Grafo;ds.seed5838.Evo;9;0;0;9;484
26Grafo;ds.seed5838.Evo;9;0;0;9;429
27Grafo;ds.seed5838.Evo;9;0;0;9;569
28BuscaEmLargura;ds.seed5838.Evo;9;0;0;9;945
29Grafo;ds.seed5838.Evo;9;0;0;9;517
30Lista;ds.seed5838.Evo;4;0;0;4;348
31CasamentoExato;ds.seed5838.Evo;11;0;0;11;527
32CasamentoAproximado;ds.seed5838.Evo;3;0;0;3;459
33Identifier;ds.seed5838.Evo;6;0;0;6;485
PRJ;TestSet;Success;Ignored;Failed;Total;Time(ms)
01Max;ds.seed6733.Evo;3;0;0;3;357
02MaxMin;ds.seed6733.Evo;4;0;0;4;573
03MaxMin;ds.seed6733.Evo;4;0;0;4;519
04MaxMin;ds.seed6733.Evo;7;0;0;7;403
05Ordenacao;ds.seed6733.Evo;2;0;0;2;325
06Fibonacci;ds.seed6733.Evo;2;0;0;2;370
07Fibonacci;ds.seed6733.Evo;2;0;0;2;314
08MaxMin;ds.seed6733.Evo;3;0;0;3;304
09Ordenacao;ds.seed6733.Evo;2;0;0;2;326
10AvaliaMultMatrizes;ds.seed6733.Evo;2;0;0;2;578
11ListArray;ds.seed6733.Evo;4;0;0;4;353
12Lista;ds.seed6733.Evo;3;0;0;3;404
13Pilha;ds.seed6733.Evo;4;0;0;4;321
14Pilha;ds.seed6733.Evo;3;0;0;3;331
15Fila;ds.seed6733.Evo;4;0;1;5;322
16Fila;ds.seed6733.Evo;3;0;0;3;475
17Ordenacao;ds.seed6733.Evo;11;0;0;11;463
18FPHeapMax;ds.seed6733.Evo;10;0;1;11;910
19FPHeapMin;ds.seed6733.Evo;15;0;0;15;862
20Tabela;ds.seed6733.Evo;6;0;0;6;616
21ArvoreBinaria;ds.seed6733.Evo;12;0;2;14;565
22TabelaHash;ds.seed6733.Evo;4;0;1;5;642
23TabelaHash;ds.seed6733.Evo;8;0;1;9;788
24Grafo;ds.seed6733.Evo;1;0;0;1;422
25Grafo;ds.seed6733.Evo;9;0;0;9;1251
26Grafo;ds.seed6733.Evo;13;2;0;15;1051
27Grafo;ds.seed6733.Evo;8;0;0;8;914
28BuscaEmLargura;ds.seed6733.Evo;8;0;0;8;1547
29Grafo;ds.seed6733.Evo;8;0;0;8;1456
30Lista;ds.seed6733.Evo;4;0;0;4;1354
31CasamentoExato;ds.seed6733.Evo;12;0;0;12;1158
32CasamentoAproximado;ds.seed6733.Evo;3;0;0;3;681
33Identifier;ds.seed6733.Evo;6;0;0;6;1137
PRJ;TestSet;Success;Ignored;Failed;Total;Time(ms)
01Max;ds.seed7992.Evo;3;0;0;3;936
02MaxMin;ds.seed7992.Evo;4;0;0;4;1080
03MaxMin;ds.seed7992.Evo;4;0;0;4;528
04MaxMin;ds.seed7992.Evo;8;0;0;8;348
05Ordenacao;ds.seed7992.Evo;3;0;0;3;309
06Fibonacci;ds.seed7992.Evo;2;0;0;2;388
07Fibonacci;ds.seed7992.Evo;2;0;0;2;547
08MaxMin;ds.seed7992.Evo;3;0;0;3;363
09Ordenacao;ds.seed7992.Evo;2;0;0;2;359
10AvaliaMultMatrizes;ds.seed7992.Evo;2;0;0;2;301
11ListArray;ds.seed7992.Evo;4;0;0;4;297
12Lista;ds.seed7992.Evo;3;0;0;3;313
13Pilha;ds.seed7992.Evo;4;0;0;4;295
14Pilha;ds.seed7992.Evo;3;0;0;3;308
15Fila;ds.seed7992.Evo;4;0;0;4;322
16Fila;ds.seed7992.Evo;3;0;0;3;382
17Ordenacao;ds.seed7992.Evo;13;0;0;13;387
18FPHeapMax;ds.seed7992.Evo;11;0;1;12;356
19FPHeapMin;ds.seed7992.Evo;11;0;0;11;330
20Tabela;ds.seed7992.Evo;6;0;0;6;300
21ArvoreBinaria;ds.seed7992.Evo;11;0;2;13;379
22TabelaHash;ds.seed7992.Evo;3;0;2;5;647
23TabelaHash;ds.seed7992.Evo;8;0;0;8;395
24Grafo;ds.seed7992.Evo;1;0;0;1;689
25Grafo;ds.seed7992.Evo;9;0;0;9;425
26Grafo;ds.seed7992.Evo;10;3;0;13;641
27Grafo;ds.seed7992.Evo;9;0;0;9;466
28BuscaEmLargura;ds.seed7992.Evo;9;0;0;9;718
29Grafo;ds.seed7992.Evo;9;0;0;9;496
30Lista;ds.seed7992.Evo;3;0;0;3;515
31CasamentoExato;ds.seed7992.Evo;10;0;0;10;363
32CasamentoAproximado;ds.seed7992.Evo;5;0;0;5;342
33Identifier;ds.seed7992.Evo;8;0;0;8;438
PRJ;TestSet;Success;Ignored;Failed;Total;Time(ms)
01Max;ds.seed9006.Evo;3;0;0;3;328
02MaxMin;ds.seed9006.Evo;4;0;0;4;373
03MaxMin;ds.seed9006.Evo;4;0;0;4;306
04MaxMin;ds.seed9006.Evo;7;0;0;7;317
05Ordenacao;ds.seed9006.Evo;3;0;0;3;364
06Fibonacci;ds.seed9006.Evo;2;0;0;2;440
07Fibonacci;ds.seed9006.Evo;2;0;0;2;308
08MaxMin;ds.seed9006.Evo;3;0;0;3;327
09Ordenacao;ds.seed9006.Evo;2;0;0;2;305
10AvaliaMultMatrizes;ds.seed9006.Evo;2;0;0;2;527
11ListArray;ds.seed9006.Evo;5;0;0;5;331
12Lista;ds.seed9006.Evo;3;0;0;3;577
13Pilha;ds.seed9006.Evo;4;0;0;4;312
14Pilha;ds.seed9006.Evo;3;0;0;3;339
15Fila;ds.seed9006.Evo;4;0;0;4;347
16Fila;ds.seed9006.Evo;3;0;0;3;393
17Ordenacao;ds.seed9006.Evo;13;0;0;13;402
18FPHeapMax;ds.seed9006.Evo;9;0;0;9;347
19FPHeapMin;ds.seed9006.Evo;14;0;1;15;389
20Tabela;ds.seed9006.Evo;6;0;0;6;346
21ArvoreBinaria;ds.seed9006.Evo;11;0;1;12;348
22TabelaHash;ds.seed9006.Evo;4;0;1;5;354
23TabelaHash;ds.seed9006.Evo;8;0;0;8;558
24Grafo;ds.seed9006.Evo;1;0;0;1;355
25Grafo;ds.seed9006.Evo;9;0;0;9;373
26Grafo;ds.seed9006.Evo;5;2;0;7;383
27Grafo;ds.seed9006.Evo;9;0;0;9;412
28BuscaEmLargura;ds.seed9006.Evo;9;0;0;9;391
29Grafo;ds.seed9006.Evo;9;0;0;9;383
30Lista;ds.seed9006.Evo;4;0;0;4;443
31CasamentoExato;ds.seed9006.Evo;10;0;0;10;352
32CasamentoAproximado;ds.seed9006.Evo;3;0;0;3;303
33Identifier;ds.seed9006.Evo;6;0;0;6;310
PRJ;TestSet;Success;Ignored;Failed;Total;Time(ms)
01Max;ds.seed9121.Evo;3;0;0;3;321
02MaxMin;ds.seed9121.Evo;4;0;0;4;477
03MaxMin;ds.seed9121.Evo;4;0;0;4;299
04MaxMin;ds.seed9121.Evo;7;0;0;7;313
05Ordenacao;ds.seed9121.Evo;2;0;0;2;566
06Fibonacci;ds.seed9121.Evo;2;0;0;2;354
07Fibonacci;ds.seed9121.Evo;2;0;0;2;313
08MaxMin;ds.seed9121.Evo;4;0;0;4;315
09Ordenacao;ds.seed9121.Evo;2;0;0;2;309
10AvaliaMultMatrizes;ds.seed9121.Evo;2;0;0;2;355
11ListArray;ds.seed9121.Evo;4;0;0;4;340
12Lista;ds.seed9121.Evo;3;0;0;3;322
13Pilha;ds.seed9121.Evo;4;0;0;4;306
14Pilha;ds.seed9121.Evo;3;0;0;3;304
15Fila;ds.seed9121.Evo;4;0;0;4;305
16Fila;ds.seed9121.Evo;2;0;1;3;331
17Ordenacao;ds.seed9121.Evo;14;0;0;14;359
18FPHeapMax;ds.seed9121.Evo;10;0;0;10;373
19FPHeapMin;ds.seed9121.Evo;10;0;0;10;339
20Tabela;ds.seed9121.Evo;5;0;0;5;512
21ArvoreBinaria;ds.seed9121.Evo;11;0;2;13;387
22TabelaHash;ds.seed9121.Evo;5;0;0;5;392
23TabelaHash;ds.seed9121.Evo;8;0;0;8;520
24Grafo;ds.seed9121.Evo;1;0;0;1;321
25Grafo;ds.seed9121.Evo;9;0;0;9;363
26Grafo;ds.seed9121.Evo;10;0;0;10;378
27Grafo;ds.seed9121.Evo;9;0;0;9;363
28BuscaEmLargura;ds.seed9121.Evo;9;0;0;9;402
29Grafo;ds.seed9121.Evo;9;0;0;9;606
30Lista;ds.seed9121.Evo;4;0;0;4;366
31CasamentoExato;ds.seed9121.Evo;11;0;0;11;319
32CasamentoAproximado;ds.seed9121.Evo;5;0;0;5;293
33Identifier;ds.seed9121.Evo;8;0;0;8;309
