PRJ;TestSet;Success;Ignored;Failed;Total;Time(ms)
07Fibonacci;ds.seed5311.Randoop;34;0;0;34;2974
08MaxMin;ds.seed5311.Randoop;2160;0;0;2160;151
09Ordenacao;ds.seed5311.Randoop;1874;0;0;1874;87
10AvaliaMultMatrizes;ds.seed5311.Randoop;1860;0;0;1860;130
11ListArray;ds.seed5311.Randoop;843;0;0;843;68
12Lista;ds.seed5311.Randoop;728;0;0;728;65
13Pilha;ds.seed5311.Randoop;848;0;0;848;80
14Pilha;ds.seed5311.Randoop;686;0;0;686;76
15Fila;ds.seed5311.Randoop;369;0;0;369;36
16Fila;ds.seed5311.Randoop;519;0;0;519;58
17Ordenacao;ds.seed5311.Randoop;2308;0;0;2308;122
18FPHeapMax;ds.seed5311.Randoop;647;0;0;647;55
19FPHeapMin;ds.seed5311.Randoop;378;0;0;378;35
20Tabela;ds.seed5311.Randoop;303;0;0;303;27
21ArvoreBinaria;ds.seed5311.Randoop;1692;0;0;1692;128
22TabelaHash;ds.seed5311.Randoop;628;0;1;629;65
23TabelaHash;ds.seed5311.Randoop;446;0;0;446;70
24Grafo;ds.seed5311.Randoop;374;0;0;374;881
25Grafo;ds.seed5311.Randoop;1361;0;0;1361;224
26Grafo;ds.seed5311.Randoop;316;0;0;316;97
27Grafo;ds.seed5311.Randoop;1319;0;0;1319;143
28BuscaEmLargura;ds.seed5311.Randoop;1307;0;0;1307;143
29Grafo;ds.seed5311.Randoop;1176;0;0;1176;96
30Lista;ds.seed5311.Randoop;60;0;0;60;12
31CasamentoExato;ds.seed5311.Randoop;3422;0;0;3422;146
32CasamentoAproximado;ds.seed5311.Randoop;3153;0;0;3153;130
33Identifier;ds.seed5311.Randoop;1112;0;0;1112;81
PRJ;TestSet;Success;Ignored;Failed;Total;Time(ms)
01Max;ds.seed5482.Randoop;2173;0;0;2173;106
02MaxMin;ds.seed5482.Randoop;1532;0;0;1532;117
03MaxMin;ds.seed5482.Randoop;1052;0;0;1052;86
04MaxMin;ds.seed5482.Randoop;1510;0;0;1510;82
05Ordenacao;ds.seed5482.Randoop;1913;0;0;1913;136
06Fibonacci;ds.seed5482.Randoop;34;0;0;34;3003
07Fibonacci;ds.seed5482.Randoop;34;0;0;34;3002
08MaxMin;ds.seed5482.Randoop;2065;0;0;2065;112
09Ordenacao;ds.seed5482.Randoop;1758;0;0;1758;86
10AvaliaMultMatrizes;ds.seed5482.Randoop;1903;0;0;1903;96
11ListArray;ds.seed5482.Randoop;915;0;0;915;72
12Lista;ds.seed5482.Randoop;753;0;0;753;85
13Pilha;ds.seed5482.Randoop;867;0;0;867;90
14Pilha;ds.seed5482.Randoop;705;0;0;705;79
15Fila;ds.seed5482.Randoop;340;0;0;340;42
16Fila;ds.seed5482.Randoop;359;0;0;359;49
17Ordenacao;ds.seed5482.Randoop;2460;0;0;2460;157
18FPHeapMax;ds.seed5482.Randoop;546;0;0;546;47
19FPHeapMin;ds.seed5482.Randoop;475;0;0;475;53
20Tabela;ds.seed5482.Randoop;713;0;0;713;44
21ArvoreBinaria;ds.seed5482.Randoop;1631;0;0;1631;140
22TabelaHash;ds.seed5482.Randoop;582;11;1;594;75
23TabelaHash;ds.seed5482.Randoop;434;0;0;434;50
24Grafo;ds.seed5482.Randoop;408;0;0;408;824
25Grafo;ds.seed5482.Randoop;1264;0;0;1264;157
26Grafo;ds.seed5482.Randoop;431;0;0;431;120
27Grafo;ds.seed5482.Randoop;1258;0;0;1258;130
28BuscaEmLargura;ds.seed5482.Randoop;1350;0;0;1350;111
29Grafo;ds.seed5482.Randoop;994;0;0;994;104
30Lista;ds.seed5482.Randoop;60;0;0;60;12
31CasamentoExato;ds.seed5482.Randoop;3087;0;0;3087;161
32CasamentoAproximado;ds.seed5482.Randoop;3090;0;0;3090;178
33Identifier;ds.seed5482.Randoop;1033;0;0;1033;74
PRJ;TestSet;Success;Ignored;Failed;Total;Time(ms)
01Max;ds.seed5503.Randoop;2230;0;0;2230;104
02MaxMin;ds.seed5503.Randoop;1306;0;0;1306;98
03MaxMin;ds.seed5503.Randoop;1326;0;0;1326;75
04MaxMin;ds.seed5503.Randoop;1570;0;0;1570;85
05Ordenacao;ds.seed5503.Randoop;1927;0;0;1927;91
06Fibonacci;ds.seed5503.Randoop;34;0;0;34;3387
07Fibonacci;ds.seed5503.Randoop;34;0;0;34;3401
08MaxMin;ds.seed5503.Randoop;1978;0;0;1978;151
09Ordenacao;ds.seed5503.Randoop;2012;0;0;2012;124
10AvaliaMultMatrizes;ds.seed5503.Randoop;1827;0;0;1827;116
11ListArray;ds.seed5503.Randoop;859;0;0;859;79
12Lista;ds.seed5503.Randoop;678;0;0;678;92
13Pilha;ds.seed5503.Randoop;726;0;0;726;79
14Pilha;ds.seed5503.Randoop;731;0;0;731;59
15Fila;ds.seed5503.Randoop;405;0;0;405;37
16Fila;ds.seed5503.Randoop;489;0;0;489;55
17Ordenacao;ds.seed5503.Randoop;2350;0;0;2350;134
18FPHeapMax;ds.seed5503.Randoop;526;0;0;526;48
19FPHeapMin;ds.seed5503.Randoop;509;0;0;509;43
20Tabela;ds.seed5503.Randoop;520;0;0;520;40
21ArvoreBinaria;ds.seed5503.Randoop;1472;0;0;1472;121
22TabelaHash;ds.seed5503.Randoop;578;6;0;584;69
23TabelaHash;ds.seed5503.Randoop;376;0;0;376;65
24Grafo;ds.seed5503.Randoop;398;0;0;398;754
25Grafo;ds.seed5503.Randoop;1182;0;0;1182;191
26Grafo;ds.seed5503.Randoop;387;0;0;387;80
27Grafo;ds.seed5503.Randoop;1383;0;0;1383;124
28BuscaEmLargura;ds.seed5503.Randoop;1288;0;0;1288;122
29Grafo;ds.seed5503.Randoop;1121;0;0;1121;104
30Lista;ds.seed5503.Randoop;60;0;0;60;13
31CasamentoExato;ds.seed5503.Randoop;2918;0;0;2918;147
32CasamentoAproximado;ds.seed5503.Randoop;3057;0;0;3057;126
33Identifier;ds.seed5503.Randoop;978;0;0;978;67
PRJ;TestSet;Success;Ignored;Failed;Total;Time(ms)
01Max;ds.seed5831.Randoop;2243;0;0;2243;107
02MaxMin;ds.seed5831.Randoop;1612;0;0;1612;119
03MaxMin;ds.seed5831.Randoop;1692;0;0;1692;89
04MaxMin;ds.seed5831.Randoop;1383;0;0;1383;107
05Ordenacao;ds.seed5831.Randoop;1872;0;0;1872;117
06Fibonacci;ds.seed5831.Randoop;34;0;0;34;2967
07Fibonacci;ds.seed5831.Randoop;34;0;0;34;3003
08MaxMin;ds.seed5831.Randoop;1988;0;0;1988;163
09Ordenacao;ds.seed5831.Randoop;2020;0;0;2020;94
10AvaliaMultMatrizes;ds.seed5831.Randoop;1899;0;0;1899;142
11ListArray;ds.seed5831.Randoop;994;0;0;994;83
12Lista;ds.seed5831.Randoop;648;0;0;648;73
13Pilha;ds.seed5831.Randoop;769;0;0;769;82
14Pilha;ds.seed5831.Randoop;693;0;0;693;60
15Fila;ds.seed5831.Randoop;238;0;0;238;33
16Fila;ds.seed5831.Randoop;344;0;0;344;47
17Ordenacao;ds.seed5831.Randoop;2349;0;0;2349;154
18FPHeapMax;ds.seed5831.Randoop;462;0;0;462;39
19FPHeapMin;ds.seed5831.Randoop;357;0;0;357;30
20Tabela;ds.seed5831.Randoop;530;0;0;530;41
21ArvoreBinaria;ds.seed5831.Randoop;1542;0;0;1542;121
22TabelaHash;ds.seed5831.Randoop;616;18;0;634;80
23TabelaHash;ds.seed5831.Randoop;285;0;0;285;45
24Grafo;ds.seed5831.Randoop;459;0;0;459;748
25Grafo;ds.seed5831.Randoop;1338;0;0;1338;224
26Grafo;ds.seed5831.Randoop;430;0;0;430;83
27Grafo;ds.seed5831.Randoop;1170;0;0;1170;151
28BuscaEmLargura;ds.seed5831.Randoop;785;0;0;785;111
29Grafo;ds.seed5831.Randoop;1128;0;0;1128;151
30Lista;ds.seed5831.Randoop;60;0;0;60;12
31CasamentoExato;ds.seed5831.Randoop;2965;0;0;2965;183
32CasamentoAproximado;ds.seed5831.Randoop;3382;0;0;3382;193
33Identifier;ds.seed5831.Randoop;1163;0;0;1163;81
PRJ;TestSet;Success;Ignored;Failed;Total;Time(ms)
01Max;ds.seed5838.Randoop;2167;0;0;2167;130
02MaxMin;ds.seed5838.Randoop;1539;0;0;1539;116
03MaxMin;ds.seed5838.Randoop;1399;0;0;1399;79
04MaxMin;ds.seed5838.Randoop;1502;0;0;1502;96
05Ordenacao;ds.seed5838.Randoop;1944;0;0;1944;126
06Fibonacci;ds.seed5838.Randoop;34;0;0;34;3214
07Fibonacci;ds.seed5838.Randoop;34;0;0;34;3211
08MaxMin;ds.seed5838.Randoop;2105;0;0;2105;117
09Ordenacao;ds.seed5838.Randoop;1962;0;0;1962;117
10AvaliaMultMatrizes;ds.seed5838.Randoop;2033;0;0;2033;155
11ListArray;ds.seed5838.Randoop;1000;0;0;1000;73
12Lista;ds.seed5838.Randoop;697;0;0;697;72
13Pilha;ds.seed5838.Randoop;782;0;0;782;69
14Pilha;ds.seed5838.Randoop;509;0;0;509;48
15Fila;ds.seed5838.Randoop;305;0;0;305;34
16Fila;ds.seed5838.Randoop;284;0;0;284;40
17Ordenacao;ds.seed5838.Randoop;2433;0;0;2433;138
18FPHeapMax;ds.seed5838.Randoop;650;0;0;650;71
19FPHeapMin;ds.seed5838.Randoop;184;0;0;184;24
20Tabela;ds.seed5838.Randoop;679;0;0;679;54
21ArvoreBinaria;ds.seed5838.Randoop;1554;0;0;1554;126
22TabelaHash;ds.seed5838.Randoop;575;5;1;581;71
23TabelaHash;ds.seed5838.Randoop;290;0;0;290;55
24Grafo;ds.seed5838.Randoop;242;0;0;242;946
25Grafo;ds.seed5838.Randoop;1250;0;0;1250;161
26Grafo;ds.seed5838.Randoop;213;0;0;213;61
27Grafo;ds.seed5838.Randoop;1118;0;0;1118;107
28BuscaEmLargura;ds.seed5838.Randoop;964;0;0;964;118
29Grafo;ds.seed5838.Randoop;614;0;0;614;80
30Lista;ds.seed5838.Randoop;60;0;0;60;11
31CasamentoExato;ds.seed5838.Randoop;3096;0;0;3096;182
32CasamentoAproximado;ds.seed5838.Randoop;3271;0;0;3271;132
33Identifier;ds.seed5838.Randoop;1151;0;0;1151;60
PRJ;TestSet;Success;Ignored;Failed;Total;Time(ms)
01Max;ds.seed6733.Randoop;2276;0;0;2276;125
02MaxMin;ds.seed6733.Randoop;1473;0;0;1473;111
03MaxMin;ds.seed6733.Randoop;1226;0;0;1226;90
04MaxMin;ds.seed6733.Randoop;1480;0;0;1480;106
05Ordenacao;ds.seed6733.Randoop;2003;0;0;2003;99
06Fibonacci;ds.seed6733.Randoop;34;0;0;34;3398
07Fibonacci;ds.seed6733.Randoop;34;0;0;34;2969
08MaxMin;ds.seed6733.Randoop;2201;0;0;2201;132
09Ordenacao;ds.seed6733.Randoop;1795;0;0;1795;115
10AvaliaMultMatrizes;ds.seed6733.Randoop;1766;0;0;1766;132
11ListArray;ds.seed6733.Randoop;732;0;0;732;65
12Lista;ds.seed6733.Randoop;574;0;0;574;69
13Pilha;ds.seed6733.Randoop;759;0;0;759;82
14Pilha;ds.seed6733.Randoop;636;0;0;636;49
15Fila;ds.seed6733.Randoop;484;0;0;484;37
16Fila;ds.seed6733.Randoop;331;0;0;331;42
17Ordenacao;ds.seed6733.Randoop;2371;0;0;2371;112
18FPHeapMax;ds.seed6733.Randoop;496;0;0;496;49
19FPHeapMin;ds.seed6733.Randoop;316;0;0;316;33
20Tabela;ds.seed6733.Randoop;528;0;0;528;36
21ArvoreBinaria;ds.seed6733.Randoop;1572;0;0;1572;119
22TabelaHash;ds.seed6733.Randoop;455;13;1;469;78
23TabelaHash;ds.seed6733.Randoop;315;6;0;321;51
24Grafo;ds.seed6733.Randoop;621;0;0;621;655
25Grafo;ds.seed6733.Randoop;1295;0;0;1295;198
26Grafo;ds.seed6733.Randoop;313;0;0;313;77
27Grafo;ds.seed6733.Randoop;1285;0;0;1285;133
28BuscaEmLargura;ds.seed6733.Randoop;1068;0;0;1068;110
29Grafo;ds.seed6733.Randoop;939;0;0;939;101
30Lista;ds.seed6733.Randoop;60;0;0;60;16
31CasamentoExato;ds.seed6733.Randoop;3092;0;0;3092;170
32CasamentoAproximado;ds.seed6733.Randoop;3342;0;0;3342;183
33Identifier;ds.seed6733.Randoop;1183;0;0;1183;87
PRJ;TestSet;Success;Ignored;Failed;Total;Time(ms)
01Max;ds.seed7992.Randoop;2293;0;0;2293;157
02MaxMin;ds.seed7992.Randoop;915;0;0;915;58
03MaxMin;ds.seed7992.Randoop;1370;0;0;1370;105
04MaxMin;ds.seed7992.Randoop;1542;0;0;1542;118
05Ordenacao;ds.seed7992.Randoop;1951;0;0;1951;128
06Fibonacci;ds.seed7992.Randoop;34;0;0;34;3683
07Fibonacci;ds.seed7992.Randoop;34;0;0;34;3748
08MaxMin;ds.seed7992.Randoop;2277;0;0;2277;122
09Ordenacao;ds.seed7992.Randoop;1732;0;0;1732;115
10AvaliaMultMatrizes;ds.seed7992.Randoop;2242;0;0;2242;120
11ListArray;ds.seed7992.Randoop;831;0;0;831;66
12Lista;ds.seed7992.Randoop;435;0;0;435;62
13Pilha;ds.seed7992.Randoop;722;0;0;722;77
14Pilha;ds.seed7992.Randoop;681;0;0;681;57
15Fila;ds.seed7992.Randoop;269;0;0;269;29
16Fila;ds.seed7992.Randoop;428;0;0;428;56
17Ordenacao;ds.seed7992.Randoop;2386;0;0;2386;163
18FPHeapMax;ds.seed7992.Randoop;444;0;0;444;40
19FPHeapMin;ds.seed7992.Randoop;397;0;0;397;32
20Tabela;ds.seed7992.Randoop;779;0;0;779;54
21ArvoreBinaria;ds.seed7992.Randoop;1654;0;0;1654;100
22TabelaHash;ds.seed7992.Randoop;557;14;0;571;78
23TabelaHash;ds.seed7992.Randoop;416;0;0;416;57
24Grafo;ds.seed7992.Randoop;499;0;0;499;650
25Grafo;ds.seed7992.Randoop;1186;0;0;1186;181
26Grafo;ds.seed7992.Randoop;391;0;0;391;77
27Grafo;ds.seed7992.Randoop;1074;0;0;1074;161
28BuscaEmLargura;ds.seed7992.Randoop;965;0;0;965;151
29Grafo;ds.seed7992.Randoop;745;0;0;745;117
30Lista;ds.seed7992.Randoop;60;0;0;60;13
31CasamentoExato;ds.seed7992.Randoop;3013;0;0;3013;157
32CasamentoAproximado;ds.seed7992.Randoop;3316;0;0;3316;131
33Identifier;ds.seed7992.Randoop;1077;0;0;1077;57
PRJ;TestSet;Success;Ignored;Failed;Total;Time(ms)
01Max;ds.seed9006.Randoop;2068;0;0;2068;140
02MaxMin;ds.seed9006.Randoop;1324;0;0;1324;75
03MaxMin;ds.seed9006.Randoop;748;0;0;748;52
04MaxMin;ds.seed9006.Randoop;1417;0;0;1417;112
05Ordenacao;ds.seed9006.Randoop;1962;0;0;1962;92
06Fibonacci;ds.seed9006.Randoop;34;0;0;34;3396
07Fibonacci;ds.seed9006.Randoop;34;0;0;34;3404
08MaxMin;ds.seed9006.Randoop;1948;0;0;1948;110
09Ordenacao;ds.seed9006.Randoop;1732;0;0;1732;114
10AvaliaMultMatrizes;ds.seed9006.Randoop;1880;0;0;1880;157
11ListArray;ds.seed9006.Randoop;822;0;0;822;83
12Lista;ds.seed9006.Randoop;632;0;0;632;71
13Pilha;ds.seed9006.Randoop;784;0;0;784;70
14Pilha;ds.seed9006.Randoop;698;0;0;698;53
15Fila;ds.seed9006.Randoop;111;0;0;111;23
16Fila;ds.seed9006.Randoop;439;0;0;439;56
17Ordenacao;ds.seed9006.Randoop;2429;0;0;2429;138
18FPHeapMax;ds.seed9006.Randoop;690;0;0;690;70
19FPHeapMin;ds.seed9006.Randoop;266;0;0;266;32
20Tabela;ds.seed9006.Randoop;504;0;0;504;36
21ArvoreBinaria;ds.seed9006.Randoop;1501;0;0;1501;95
22TabelaHash;ds.seed9006.Randoop;564;31;1;596;74
23TabelaHash;ds.seed9006.Randoop;377;0;0;377;51
24Grafo;ds.seed9006.Randoop;478;0;0;478;777
25Grafo;ds.seed9006.Randoop;1117;0;0;1117;150
26Grafo;ds.seed9006.Randoop;448;0;0;448;102
27Grafo;ds.seed9006.Randoop;1165;0;0;1165;143
28BuscaEmLargura;ds.seed9006.Randoop;1162;0;0;1162;113
29Grafo;ds.seed9006.Randoop;835;0;0;835;104
30Lista;ds.seed9006.Randoop;60;0;0;60;11
31CasamentoExato;ds.seed9006.Randoop;3140;0;0;3140;185
32CasamentoAproximado;ds.seed9006.Randoop;3322;0;0;3322;188
33Identifier;ds.seed9006.Randoop;1146;0;0;1146;78
PRJ;TestSet;Success;Ignored;Failed;Total;Time(ms)
01Max;ds.seed9121.Randoop;2081;0;0;2081;150
02MaxMin;ds.seed9121.Randoop;1061;0;0;1061;64
03MaxMin;ds.seed9121.Randoop;934;0;0;934;89
04MaxMin;ds.seed9121.Randoop;1443;0;0;1443;78
05Ordenacao;ds.seed9121.Randoop;2002;0;0;2002;107
06Fibonacci;ds.seed9121.Randoop;34;0;0;34;3402
07Fibonacci;ds.seed9121.Randoop;34;0;0;34;3405
08MaxMin;ds.seed9121.Randoop;2192;0;0;2192;131
09Ordenacao;ds.seed9121.Randoop;1714;0;0;1714;94
10AvaliaMultMatrizes;ds.seed9121.Randoop;1930;0;0;1930;155
11ListArray;ds.seed9121.Randoop;801;0;0;801;85
12Lista;ds.seed9121.Randoop;740;0;0;740;88
13Pilha;ds.seed9121.Randoop;706;0;0;706;83
14Pilha;ds.seed9121.Randoop;652;0;0;652;76
15Fila;ds.seed9121.Randoop;392;0;0;392;36
16Fila;ds.seed9121.Randoop;307;0;0;307;44
17Ordenacao;ds.seed9121.Randoop;2262;0;0;2262;130
18FPHeapMax;ds.seed9121.Randoop;692;0;0;692;59
19FPHeapMin;ds.seed9121.Randoop;370;0;0;370;35
20Tabela;ds.seed9121.Randoop;490;0;0;490;36
21ArvoreBinaria;ds.seed9121.Randoop;1522;0;0;1522;136
22TabelaHash;ds.seed9121.Randoop;541;5;0;546;85
23TabelaHash;ds.seed9121.Randoop;434;2;1;437;62
24Grafo;ds.seed9121.Randoop;229;0;0;229;933
25Grafo;ds.seed9121.Randoop;854;0;0;854;132
26Grafo;ds.seed9121.Randoop;319;0;0;319;71
27Grafo;ds.seed9121.Randoop;1111;0;0;1111;105
28BuscaEmLargura;ds.seed9121.Randoop;1142;0;0;1142;105
29Grafo;ds.seed9121.Randoop;844;0;0;844;90
30Lista;ds.seed9121.Randoop;60;0;0;60;12
31CasamentoExato;ds.seed9121.Randoop;3168;0;0;3168;191
32CasamentoAproximado;ds.seed9121.Randoop;3083;0;0;3083;161
33Identifier;ds.seed9121.Randoop;1149;0;0;1149;71
